ID,technology,source,source_type,year,type,country,capacity_definition,comment,capacity,energy_source_level_0,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology_level
2921,"Bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,560,0,0,1,0,0
3035,"Renewable energy sources","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,6103,0,1,0,0,0
3036,"Renewable energy sources","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,6103,0,1,0,0,0
3037,"Renewable energy sources","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,6103,0,1,0,0,0
3151,"Fossil fuels","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,8839,0,1,0,0,0
3152,"Fossil fuels","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,8839,0,1,0,0,0
3153,"Fossil fuels","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,8839,0,1,0,0,0
3267,Total,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,14942,1,0,0,0,0
3268,Total,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,14942,1,0,0,0,0
3269,Total,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,14942,1,0,0,0,0
20,"Biomass and biogas","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,138.5,0,0,0,1,1
21,"Biomass and biogas","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,242,0,0,0,1,1
22,"Biomass and biogas","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,589.095,0,0,0,1,1
23,"Biomass and biogas","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,842.45,0,0,0,1,1
24,"Biomass and biogas","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,1033.015,0,0,0,1,1
140,"Differently categorized fossil fuels","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,17.3333333333,0,0,1,1,1
141,"Differently categorized fossil fuels","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
142,"Differently categorized fossil fuels","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
143,"Differently categorized fossil fuels","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
144,"Differently categorized fossil fuels","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
260,"Differently categorized renewable energy sources","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
261,"Differently categorized renewable energy sources","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
262,"Differently categorized renewable energy sources","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
263,"Differently categorized renewable energy sources","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
264,"Differently categorized renewable energy sources","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
380,"Differently categorized solar","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
381,"Differently categorized solar","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
382,"Differently categorized solar","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
383,"Differently categorized solar","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
384,"Differently categorized solar","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
500,Geothermal,"ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
501,Geothermal,"ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
502,Geothermal,"ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
503,Geothermal,"ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
504,Geothermal,"ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
620,"Hard coal","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,4871,0,0,1,1,1
621,"Hard coal","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,4835,0,0,1,1,1
622,"Hard coal","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,4550,0,0,1,1,1
623,"Hard coal","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,4299.9,0,0,1,1,1
624,"Hard coal","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,3656.4,0,0,1,1,1
740,Hydro,"ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,9,0,0,1,1,0
741,Hydro,"ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,7.58,0,0,1,1,0
742,Hydro,"ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,7.58,0,0,1,1,0
743,Hydro,"ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,6.28,0,0,1,1,0
744,Hydro,"ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,6.6,0,0,1,1,0
860,Lignite,"ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
861,Lignite,"ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
862,Lignite,"ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
863,Lignite,"ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
864,Lignite,"ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
980,Marine,"ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
981,Marine,"ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
982,Marine,"ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
983,Marine,"ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
984,Marine,"ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
1100,"Mixed fossil fuels","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,44,0,0,1,1,1
1101,"Mixed fossil fuels","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,44,0,0,1,1,1
1102,"Mixed fossil fuels","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,44,0,0,1,1,1
1103,"Mixed fossil fuels","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
1104,"Mixed fossil fuels","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,44,0,0,1,1,1
1220,"Natural gas","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,3121,0,0,1,1,0
1221,"Natural gas","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,3001,0,0,1,1,0
1222,"Natural gas","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,2431,0,0,1,1,0
1223,"Natural gas","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,2261.77,0,0,1,1,0
1224,"Natural gas","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,1829,0,0,1,1,0
1340,"Non-renewable waste","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
1341,"Non-renewable waste","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
1342,"Non-renewable waste","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
1343,"Non-renewable waste","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
1344,"Non-renewable waste","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
1460,Nuclear,"ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
1461,Nuclear,"ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
1462,Nuclear,"ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
1463,Nuclear,"ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
1464,Nuclear,"ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
1580,Offshore,"ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,1271,0,0,0,0,1
1581,Offshore,"ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,1271,0,0,0,0,1
1582,Offshore,"ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,1271,0,0,0,0,1
1583,Offshore,"ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,1263.8,0,0,0,0,1
1584,Offshore,"ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,1700.8,0,0,0,0,1
1700,Oil,"ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,429.5,0,0,1,1,1
1701,Oil,"ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,419.5,0,0,1,1,1
1702,Oil,"ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,419.5,0,0,1,1,1
1703,Oil,"ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,523.885,0,0,1,1,1
1704,Oil,"ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,503.45,0,0,1,1,1
1820,Onshore,"ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,3619,0,0,0,0,1
1821,Onshore,"ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,3808,0,0,0,0,1
1822,Onshore,"ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,3978,0,0,0,0,1
1823,Onshore,"ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,4233.34,0,0,0,0,1
1824,Onshore,"ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,4422.6,0,0,0,0,1
1940,"Other bioenergy and renewable waste","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,343,0,0,0,1,1
1941,"Other bioenergy and renewable waste","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,341,0,0,0,1,1
1942,"Other bioenergy and renewable waste","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,375.53,0,0,0,1,1
1943,"Other bioenergy and renewable waste","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,370.42,0,0,0,1,1
1944,"Other bioenergy and renewable waste","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,322.9,0,0,0,1,1
2060,"Other fossil fuels","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
2061,"Other fossil fuels","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
2062,"Other fossil fuels","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
2063,"Other fossil fuels","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
2064,"Other fossil fuels","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
2180,"Other or unspecified energy sources","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
2181,"Other or unspecified energy sources","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,2,0,1,1,1,1
2182,"Other or unspecified energy sources","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,,0,1,1,1,1
2183,"Other or unspecified energy sources","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,44.07,0,1,1,1,1
2184,"Other or unspecified energy sources","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,,0,1,1,1,1
2300,Photovoltaics,"ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,599,0,0,0,0,1
2301,Photovoltaics,"ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,781,0,0,0,0,1
2302,Photovoltaics,"ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,851,0,0,0,0,1
2303,Photovoltaics,"ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,907.64,0,0,0,0,1
2304,Photovoltaics,"ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,1000.1,0,0,0,0,1
2420,"Pumped storage","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
2421,"Pumped storage","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
2422,"Pumped storage","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
2423,"Pumped storage","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
2424,"Pumped storage","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
2540,Reservoir,"ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
2541,Reservoir,"ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
2542,Reservoir,"ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
2543,Reservoir,"ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
2544,Reservoir,"ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
2660,Run-of-river,"ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,9,0,0,0,0,1
2661,Run-of-river,"ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,7.58,0,0,0,0,1
2662,Run-of-river,"ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,7.58,0,0,0,0,1
2663,Run-of-river,"ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,6.28,0,0,0,0,1
2664,Run-of-river,"ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,6.6,0,0,0,0,1
2780,Solar,"ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,599,0,0,1,1,0
2781,Solar,"ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,781,0,0,1,1,0
2782,Solar,"ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,851,0,0,1,1,0
2783,Solar,"ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,907.64,0,0,1,1,0
2784,Solar,"ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,1000.1,0,0,1,1,0
2900,Wind,"ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,4890,0,0,1,1,0
2901,Wind,"ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,5079,0,0,1,1,0
2902,Wind,"ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,5249,0,0,1,1,0
2903,Wind,"ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,5497.14,0,0,1,1,0
2904,Wind,"ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,6123.4,0,0,1,1,0
3020,"Differently categorized natural gas","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,3121,0,0,0,0,1
3021,"Differently categorized natural gas","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,3001,0,0,0,0,1
3022,"Differently categorized natural gas","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,2431,0,0,0,0,1
3023,"Differently categorized natural gas","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,2261.77,0,0,0,0,1
3024,"Differently categorized natural gas","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,1829,0,0,0,0,1
3140,"Bioenergy and renewable waste","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,481.5,0,0,1,0,0
3141,"Bioenergy and renewable waste","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,583,0,0,1,0,0
3142,"Bioenergy and renewable waste","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,964.625,0,0,1,0,0
3143,"Bioenergy and renewable waste","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,1212.87,0,0,1,0,0
3144,"Bioenergy and renewable waste","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,1355.915,0,0,1,0,0
3260,"Fossil fuels","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,8482.83333333,0,1,0,0,0
3261,"Fossil fuels","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,8299.5,0,1,0,0,0
3262,"Fossil fuels","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,7444.5,0,1,0,0,0
3263,"Fossil fuels","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,7085.555,0,1,0,0,0
3264,"Fossil fuels","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,6032.85,0,1,0,0,0
3380,"Renewable energy sources","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,5979.5,0,1,0,0,0
3381,"Renewable energy sources","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,6450.58,0,1,0,0,0
3382,"Renewable energy sources","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,7072.205,0,1,0,0,0
3383,"Renewable energy sources","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,7623.93,0,1,0,0,0
3384,"Renewable energy sources","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,8486.015,0,1,0,0,0
3500,Total,"ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,14462.3333333,1,0,0,0,0
3501,Total,"ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,14750.08,1,0,0,0,0
3502,Total,"ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,14516.705,1,0,0,0,0
3503,Total,"ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,14709.485,1,0,0,0,0
3504,Total,"ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",DK,"Net capacity",,14518.865,1,0,0,0,0
