ID,technology,source,source_type,year,type,country,capacity_definition,comment,capacity,energy_source_level_0,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology_level
1087,"Renewable energy sources","ENTSO-E SOAF","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,6790,0,1,0,0,0
1088,Total,"ENTSO-E SOAF","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,11440,1,0,0,0,0
1089,"Biomass and biogas","ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,2618.2,0,0,0,1,1
1090,"Fossil fuels","ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,3986.801,0,1,0,0,0
1091,"Hard coal","ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,1854.276,0,0,1,1,1
1092,Hydro,"ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,0
1093,Lignite,"ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
1094,"Mixed fossil fuels","ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
1095,"Natural gas","ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,1350.741,0,0,1,1,0
1096,Nuclear,"ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
1097,Offshore,"ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,1272,0,0,0,0,1
1098,Oil,"ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,781.784,0,0,1,1,1
1099,Onshore,"ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,3673,0,0,0,0,1
1100,"Other or unspecified energy sources","ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
1101,Solar,"ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,720,0,0,1,1,0
1102,Wind,"ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,4945,0,0,1,1,0
1103,"Differently categorized solar","ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,720,0,0,0,0,1
1104,"Differently categorized wind","ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
1105,"Bioenergy and renewable waste","ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,2618.2,0,0,1,0,0
1106,"Differently categorized renewable energy sources","ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,9.09494701773E-13,0,0,1,1,1
1107,"Differently categorized fossil fuels","ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
1108,"Renewable energy sources","ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,8283.2,0,1,0,0,0
1109,Total,"ENTSO-E SOAF","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,12270.001,1,0,0,0,0
47,Hydro,"ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,7,0,0,1,1,0
48,Hydro,"ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,9,0,0,1,1,0
49,Hydro,"ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,9,0,0,1,1,0
50,Hydro,"ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,9,0,0,1,1,0
51,Hydro,"ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,9,0,0,1,1,0
52,Hydro,"ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,9,0,0,1,1,0
255,Reservoir,"ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
256,Reservoir,"ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
257,Reservoir,"ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
258,Reservoir,"ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
259,Reservoir,"ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
260,Reservoir,"ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
463,Run-of-river,"ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
464,Run-of-river,"ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,9,0,0,0,0,1
465,Run-of-river,"ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
466,Run-of-river,"ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
467,Run-of-river,"ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
468,Run-of-river,"ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
671,"Pumped storage","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
672,"Pumped storage","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
673,"Pumped storage","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
674,"Pumped storage","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
675,"Pumped storage","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
676,"Pumped storage","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
879,Nuclear,"ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
880,Nuclear,"ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
881,Nuclear,"ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
882,Nuclear,"ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
883,Nuclear,"ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
884,Nuclear,"ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
1087,Wind,"ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,5082,0,0,1,1,0
1088,Wind,"ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,3802,0,0,1,1,0
1089,Wind,"ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,4897,0,0,1,1,0
1090,Wind,"ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,4813,0,0,1,1,0
1091,Wind,"ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,4166,0,0,1,1,0
1092,Wind,"ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,3950,0,0,1,1,0
1295,Solar,"ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,781,0,0,1,1,0
1296,Solar,"ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,0
1297,Solar,"ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,606,0,0,1,1,0
1298,Solar,"ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,552,0,0,1,1,0
1299,Solar,"ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,407,0,0,1,1,0
1300,Solar,"ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,28,0,0,1,1,0
1503,"Biomass and biogas","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,510,0,0,0,1,1
1504,"Biomass and biogas","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,1,1
1505,"Biomass and biogas","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,608,0,0,0,1,1
1506,"Biomass and biogas","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,595,0,0,0,1,1
1507,"Biomass and biogas","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,575,0,0,0,1,1
1508,"Biomass and biogas","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,1,1
1711,"Fossil fuels","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,7540,0,1,0,0,0
1712,"Fossil fuels","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,8867,0,1,0,0,0
1713,"Fossil fuels","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,8913,0,1,0,0,0
1714,"Fossil fuels","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,8886,0,1,0,0,0
1715,"Fossil fuels","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,8844,0,1,0,0,0
1716,"Fossil fuels","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,8844,0,1,0,0,0
1919,"Other or unspecified energy sources","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,2,0,1,1,1,1
1920,"Other or unspecified energy sources","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,697,0,1,1,1,1
1921,"Other or unspecified energy sources","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
1922,"Other or unspecified energy sources","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,0,0,1,1,1,1
1923,"Other or unspecified energy sources","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,44,0,1,1,1,1
1924,"Other or unspecified energy sources","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,44,0,1,1,1,1
2127,"Differently categorized solar","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,781,0,0,0,0,1
2128,"Differently categorized solar","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
2129,"Differently categorized solar","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,606,0,0,0,0,1
2130,"Differently categorized solar","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,552,0,0,0,0,1
2131,"Differently categorized solar","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,407,0,0,0,0,1
2132,"Differently categorized solar","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,28,0,0,0,0,1
2335,"Differently categorized wind","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,5082,0,0,0,0,1
2336,"Differently categorized wind","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,3802,0,0,0,0,1
2337,"Differently categorized wind","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,4897,0,0,0,0,1
2338,"Differently categorized wind","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,4813,0,0,0,0,1
2339,"Differently categorized wind","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,4166,0,0,0,0,1
2340,"Differently categorized wind","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,3950,0,0,0,0,1
2543,"Bioenergy and renewable waste","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,510,0,0,1,0,0
2544,"Bioenergy and renewable waste","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,0,0
2545,"Bioenergy and renewable waste","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,608,0,0,1,0,0
2546,"Bioenergy and renewable waste","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,595,0,0,1,0,0
2547,"Bioenergy and renewable waste","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,575,0,0,1,0,0
2548,"Bioenergy and renewable waste","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,0,0
2751,"Differently categorized fossil fuels","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,7540,0,0,1,1,1
2752,"Differently categorized fossil fuels","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,8867,0,0,1,1,1
2753,"Differently categorized fossil fuels","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,8913,0,0,1,1,1
2754,"Differently categorized fossil fuels","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,8886,0,0,1,1,1
2755,"Differently categorized fossil fuels","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,8844,0,0,1,1,1
2756,"Differently categorized fossil fuels","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,8844,0,0,1,1,1
2959,"Differently categorized hydro","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,7,0,0,0,0,1
2960,"Differently categorized hydro","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,0,0,0,0,0,1
2961,"Differently categorized hydro","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,9,0,0,0,0,1
2962,"Differently categorized hydro","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,9,0,0,0,0,1
2963,"Differently categorized hydro","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,9,0,0,0,0,1
2964,"Differently categorized hydro","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,9,0,0,0,0,1
3167,"Differently categorized renewable energy sources","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
3168,"Differently categorized renewable energy sources","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
3169,"Differently categorized renewable energy sources","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
3170,"Differently categorized renewable energy sources","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
3171,"Differently categorized renewable energy sources","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
3172,"Differently categorized renewable energy sources","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
3375,"Renewable energy sources","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,6380,0,1,0,0,0
3376,"Renewable energy sources","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,3811,0,1,0,0,0
3377,"Renewable energy sources","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,6120,0,1,0,0,0
3378,"Renewable energy sources","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,5969,0,1,0,0,0
3379,"Renewable energy sources","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,5157,0,1,0,0,0
3380,"Renewable energy sources","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,3987,0,1,0,0,0
3583,Total,"ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,13922,1,0,0,0,0
3584,Total,"ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DK,"Net capacity",,13375,1,0,0,0,0
3585,Total,"ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DK,"Net capacity",,15033,1,0,0,0,0
3586,Total,"ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DK,"Net capacity",,14855,1,0,0,0,0
3587,Total,"ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DK,"Net capacity",,14045,1,0,0,0,0
3588,Total,"ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DK,"Net capacity",,12875,1,0,0,0,0
19,"Biomass and biogas","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,197,0,0,0,1,1
20,"Biomass and biogas","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,197,0,0,0,1,1
21,"Biomass and biogas","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,197,0,0,0,1,1
135,"Differently categorized renewable energy sources","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,88,0,0,1,1,1
136,"Differently categorized renewable energy sources","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,88,0,0,1,1,1
137,"Differently categorized renewable energy sources","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,88,0,0,1,1,1
251,Geothermal,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
252,Geothermal,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
253,Geothermal,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
367,"Hard coal","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,4847,0,0,1,1,1
368,"Hard coal","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,4847,0,0,1,1,1
369,"Hard coal","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,4847,0,0,1,1,1
483,Lignite,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
484,Lignite,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
485,Lignite,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
599,Marine,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
600,Marine,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
601,Marine,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
715,"Mixed fossil fuels","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
716,"Mixed fossil fuels","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
717,"Mixed fossil fuels","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
831,"Natural gas","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,2941,0,0,1,1,0
832,"Natural gas","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,2941,0,0,1,1,0
833,"Natural gas","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,2941,0,0,1,1,0
947,Nuclear,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,,0,1,1,1,1
948,Nuclear,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,,0,1,1,1,1
949,Nuclear,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,,0,1,1,1,1
1063,Offshore,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,1271,0,0,0,0,1
1064,Offshore,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,1271,0,0,0,0,1
1065,Offshore,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,1271,0,0,0,0,1
1179,Oil,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,1051,0,0,1,1,1
1180,Oil,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,1051,0,0,1,1,1
1181,Oil,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,1051,0,0,1,1,1
1295,Onshore,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,3574,0,0,0,0,1
1296,Onshore,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,3574,0,0,0,0,1
1297,Onshore,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,3574,0,0,0,0,1
1411,"Other bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,363,0,0,0,1,1
1412,"Other bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,363,0,0,0,1,1
1413,"Other bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,363,0,0,0,1,1
1527,"Other fossil fuels","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
1528,"Other fossil fuels","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
1529,"Other fossil fuels","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,,0,0,1,1,1
1643,"Other or unspecified energy sources","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,,0,1,1,1,1
1644,"Other or unspecified energy sources","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,,0,1,1,1,1
1645,"Other or unspecified energy sources","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,,0,1,1,1,1
1759,"Pumped storage","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,,0,0,0,0,1
1760,"Pumped storage","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,,0,0,0,0,1
1761,"Pumped storage","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,,0,0,0,0,1
1875,Reservoir,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,,0,0,0,0,1
1876,Reservoir,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,,0,0,0,0,1
1877,Reservoir,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,,0,0,0,0,1
1991,Run-of-river,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,9,0,0,0,0,1
1992,Run-of-river,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,9,0,0,0,0,1
1993,Run-of-river,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,9,0,0,0,0,1
2107,Solar,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,601,0,0,1,1,0
2108,Solar,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,601,0,0,1,1,0
2109,Solar,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,601,0,0,1,1,0
2223,"Differently categorized solar","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,601,0,0,0,0,1
2224,"Differently categorized solar","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,601,0,0,0,0,1
2225,"Differently categorized solar","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,601,0,0,0,0,1
2339,"Differently categorized natural gas","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,2941,0,0,0,0,1
2340,"Differently categorized natural gas","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,2941,0,0,0,0,1
2341,"Differently categorized natural gas","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,2941,0,0,0,0,1
2455,"Non-renewable waste","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
2456,"Non-renewable waste","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
2457,"Non-renewable waste","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
2571,"Differently categorized fossil fuels","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
2572,"Differently categorized fossil fuels","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
2573,"Differently categorized fossil fuels","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,0,0,0,1,1,1
2687,Hydro,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,9,0,0,1,1,0
2688,Hydro,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,9,0,0,1,1,0
2689,Hydro,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,9,0,0,1,1,0
2803,Wind,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,4845,0,0,1,1,0
2804,Wind,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,4845,0,0,1,1,0
2805,Wind,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",DK,"Net capacity",,4845,0,0,1,1,0
2919,"Bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",DK,"Net capacity",,560,0,0,1,0,0
2920,"Bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",DK,"Net capacity",,560,0,0,1,0,0
